sensorId,lat,lon,boxName,boxId,06.08.18 22:00,06.08.18 23:00,07.08.18 00:00,07.08.18 01:00,07.08.2018 02:00,07.08.2018 03:00,07.08.2018 04:00,07.08.2018 05:00,07.08.2018 06:00,07.08.2018 07:00,07.08.2018 08:00,07.08.2018 09:00,07.08.2018 10:00,07.08.2018 11:00,07.08.2018 12:00,07.08.2018 13:00,07.08.2018 14:00,07.08.2018 15:00,07.08.2018 16:00,07.08.2018 17:00,07.08.2018 18:00,07.08.2018 19:00,07.08.2018 20:00,07.08.2018 21:00,07.08.2018 22:00,07.08.2018 23:00
56957f3ab3de1fe0052532e0,51.957090029248754,7.640642523765564,WG Wolbecker Str.,56957f3ab3de1fe0052532da,29.201159420289855,28.499855072463767,27.47919708029197,26.533768115942028,25.191884057971016,24.249492753623187,23.62094890510949,24.425434782608697,25.76942028985507,37.59811594202898,45.387153284671534,46.35804347826087,47.97014492753623,47.40445255474452,43.591086956521735,40.429855072463766,39.899489051094896,39.845942028985505,39.039855072463766,37.94109489051095,36.89072463768116,35.62394160583941,34.08833333333333,32.7418115942029,30.974306569343064,30.383478260869566
57000b8745fd40c8196ad052,51.962372,7.64568,Oststr/Mauritzsteinpfad,57000b8745fd40c8196ad04c,25.17076923076923,24.234166666666667,23.474166666666665,22.718333333333334,21.965,21.436666666666667,21.087692307692308,22.819999999999997,24.280833333333334,25.8325,32.9475,33.63583333333333,35.55583333333333,37.27923076923077,37.43083333333333,37.475,36.26833333333333,35.8175,35.52833333333333,34.97833333333333,33.67846153846154,31.770833333333332,30.363333333333333,29.209166666666665,28.147499999999997,27.549166666666668
5750220bed08f9680c6b415a,51.95616769306822,7.6511693559587,BalkonBox Mindener Str.,5750220bed08f9680c6b4154,26.476551724137934,25.671166666666668,24.9735,24.161166666666666,23.421833333333332,22.858999999999998,22.4455,22.692999999999998,23.833833333333335,26.7695,30.240666666666666,33.5405,36.90866666666667,37.440333333333335,38.802,39.27633333333333,39.066,38.559333333333335,37.507666666666665,36.309333333333335,34.97166666666667,33.6535,31.927833333333336,30.892999999999997,29.695833333333333,28.853333333333335
57585de44bab38000e49fa9d,51.976527,7.586553,senseBox_wifi_Yun,57585de44bab38000e49fa97,21.258333333333333,20.133333333333333,19.543333333333333,18.656666666666666,18.363333333333333,18.323333333333334,18.313333333333333,19.766666666666666,23.468333333333334,39.071666666666665,46.955000000000005,36.068,34.574,35.646,36.20666666666667,36.73666666666667,37.065,37.092,36.48666666666667,35.18333333333333,32.88833333333333,29.189999999999998,28.251666666666665,27.021666666666665,24.853333333333335,24.311666666666667
58932c89d038b000102f7d3a,52.001647,7.614025,KiTa Glühwürmchen,58932c89d038b000102f7d35,21.173396226415097,20.18673076923077,19.423461538461538,18.778490566037735,18.103846153846153,17.570188679245284,17.380192307692308,18.369811320754717,20.839807692307694,24.141153846153845,27.370754716981132,30.239038461538463,32.30673076923077,33.95962264150943,35.195,35.990566037735846,36.00961538461539,35.72942307692308,34.57622641509434,33.07230769230769,31.271509433962265,28.782307692307693,26.760384615384616,25.747735849056607,25.06403846153846,24.396415094339623
58cbf6d1c877fb00116fe61a,51.969664,7.595538,WiFiV1 Teststation,58cbf6d1c877fb00116fe615,26.069166666666668,25.97683333333333,25.91783333333333,25.839,25.78666666666667,25.718666666666664,25.721666666666668,25.721333333333334,25.700666666666667,25.80816666666667,26.421346153846155,,26.7825,,,,,,,,,,,,,
593bcd656ccf3b0011791f5b,51.960868,7.604288,CYBER Box,593bcd656ccf3b0011791f5a,25.975166666666667,25.145166666666668,24.332881355932205,23.686333333333334,23.12169491525424,22.56866666666667,22.321,22.8915,24.334333333333333,26.261333333333333,28.386271186440677,30.490833333333335,32.34627118644068,34.704237288135594,39.174499999999995,47.52033333333333,48.96633333333333,43.695166666666665,40.405166666666666,37.91166666666666,35.662666666666674,33.04135593220339,31.490333333333336,30.432000000000002,29.266833333333334,28.496333333333332
599180be7e280a001044b839,51.929339,7.684194,C1024_balcony,599180be7e280a001044b837,27.849999999999998,27.08,26.141666666666666,25.09583333333333,24.458333333333332,23.958333333333332,23.392,23.733333333333334,25.162499999999998,27.004166666666666,28.804166666666664,31.15833333333333,33.766666666666666,36.38260869565217,38.51304347826087,39.944,39.9125,39.9375,39.34166666666667,37.925000000000004,36.66,35.34166666666667,33.34166666666667,32.52916666666667,30.77916666666667,29.732
599449ce7e280a00106ee97d,51.900733,7.42708,WL42home,599449ce7e280a00106ee978,23.81047619047619,22.914285714285715,22.03682926829268,21.36547619047619,20.740000000000002,20.263095238095236,19.981190476190477,21.019268292682927,29.744285714285713,38.89756097560976,43.330238095238094,40.138333333333335,35.96878048780488,36.42487804878049,36.79833333333333,37.05547619047619,36.95219512195122,36.739999999999995,36.29780487804878,35.2897619047619,33.33809523809524,30.56219512195122,29.424999999999997,28.561951219512196,27.03,26.00547619047619
599c9b80d67eb500118c6b60,51.954793,7.650543,wb132ms,599c9b80d67eb500118c6b5e,24.616666666666664,23.8125,23.09166666666667,22.175,21.3125,20.612,20.295833333333334,24.620833333333334,27.766666666666666,26.666666666666668,29.10909090909091,31.47083333333333,32.80833333333333,34.17916666666667,35.295833333333334,35.612500000000004,36.40833333333333,36.699999999999996,36.75833333333333,37.483333333333334,34.92916666666667,32.458333333333336,30.675,29.0125,27.212500000000002,26.416666666666668
59ad958fd67eb50011b85f6f,51.903004,7.635283,Kortumweg,59ad958fd67eb50011b85f6d,20.764912280701754,19.996296296296297,18.963461538461537,18.682142857142857,19.467857142857145,18.88214285714286,20.003773584905662,30.883928571428573,37.36964285714286,41.903703703703705,43.38,41.41538461538461,36.345238095238095,36.04909090909091,36.81296296296296,36.82142857142857,37.0625,36.43928571428571,35.43454545454546,33.24074074074074,31.53333333333333,28.536363636363635,26.97037037037037,26.12545454545455,24.836363636363636,24.64
59c67b5ed67eb50011666dc0,51.946322,7.62677,kartoffelsalat,59c67b5ed67eb50011666dbb,25.353,24.5945,23.771166666666666,22.933,22.226666666666667,21.291166666666665,20.6055,22.96783333333333,26.74206896551724,,,,,,,40.92333333333333,40.42933333333334,38.14883333333333,36.68678571428571,35.70172413793103,34.387166666666666,32.52616666666667,30.842166666666667,29.38383333333333,28.046833333333332,27.30183333333333
59dcdbb400190a00115d217b,51.958065,7.619512,Grünspar,59dcdbb400190a00115d2174,23.714166666666664,23.026833333333332,22.444333333333336,21.990833333333335,22.196666666666665,21.7505,21.830666666666666,24.952372881355934,33.10728813559322,36.82666666666667,38.84316666666667,40.44883333333333,40.42266666666667,38.60966666666666,38.281166666666664,37.440000000000005,36.717999999999996,36.53283333333333,36.04633333333334,34.939166666666665,33.10883333333333,30.5185,29.6545,28.821666666666665,28.21066666666667,27.4105
5a0c15289fd3c200110f3d3a,51.953351,7.641463,Wetterstation Hansaring,5a0c15289fd3c200110f3d33,25.534499999999998,24.644333333333336,23.7665,23.265833333333333,22.41433333333333,21.533,21.218474576271188,22.017333333333333,23.98933333333333,27.2325,30.339833333333335,32.38333333333333,33.839666666666666,34.501333333333335,35.29566666666666,36.08233333333333,36.69583333333333,36.865,38.1925,36.30333333333333,34.23083333333333,32.3605,30.951,29.442999999999998,28.017166666666665,27.263666666666666
5a0c2cc89fd3c200111118f7,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,26.445833333333333,25.476999999999997,24.58508474576271,23.929803921568627,23.390833333333333,22.547833333333333,21.983333333333334,22.564166666666665,23.864833333333333,26.278666666666666,28.634,30.9755,33.03440677966102,34.727333333333334,36.304406779661015,39.113898305084746,44.537666666666674,45.67803571428571,45.55561403508772,39.98830508474576,36.62915254237288,33.817,32.070338983050846,30.39101694915254,29.015,28.155862068965515
5a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,24.923166666666667,23.982000000000003,23.237333333333332,22.585166666666666,21.796166666666668,21.398,21.31116666666667,24.649,29.41189655172414,29.02706896551724,31.287454545454544,35.79783333333333,40.42283333333333,40.29566666666666,38.10316666666667,37.25983333333333,37.22033333333333,37.11183333333334,36.785999999999994,35.94216666666667,34.43767857142857,31.983333333333334,30.4875,29.239833333333333,28.232166666666668,27.500833333333333
5a0c347b9fd3c2001111b708,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,22.34466666666667,21.557333333333336,20.8925,20.302666666666667,20.295833333333334,20.13083333333333,19.7315,20.77583333333333,23.05,25.770666666666667,28.963666666666665,31.5765,33.227,34.748666666666665,35.626666666666665,36.08283333333333,36.7695,36.96666666666667,36.60433333333333,35.3805,33.57483333333333,29.898500000000002,27.791833333333333,27.214833333333335,25.901803278688526,25.438
5a30ea5375a96c000f012fe7,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,25.508750000000003,24.55483333333333,23.819333333333336,23.291,23.036333333333335,22.343166666666665,21.67,22.938,27.572586206896553,31.546,36.14386363636363,39.7545,41.717666666666666,42.62266666666667,42.475833333333334,40.026833333333336,38.36440677966102,38.23416666666667,37.602,36.42762711864407,34.362833333333334,31.256500000000003,30.899166666666666,29.649166666666666,28.49421052631579,27.643833333333337
5ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,,,,,,,20.35571428571429,21.505238095238095,26.047560975609755,39.041666666666664,38.06780487804878,33.45928571428571,33.97833333333333,34.71452380952381,35.55809523809524,36.15073170731708,36.62142857142857,36.5219512195122,36.277857142857144,35.40309523809524,33.820238095238096,30.972926829268296,29.355,28.097380952380952,,
5abd221b850005001b1aff37,51.973023,7.64153,Feinstaub_MS_PIUSALLEE,5abd221b850005001b1aff35,24.968181818181815,24.079166666666666,23.22608695652174,22.517391304347825,21.956521739130434,21.5,21.36818181818182,22.13478260869565,23.554166666666664,25.545454545454547,28.982608695652175,29.3,29.804347826086957,30.02173913043478,30.1875,30.404545454545453,30.599999999999998,30.80454545454546,30.891304347826086,30.818181818181817,30.65833333333333,30.452173913043477,30.29565217391304,29.995652173913044,29.53478260869565,29.395833333333332
5ac9edb1c4edec00190b2147,51.980717,7.65084,PGKN FS02 - Rumphorst,5ac9edb1c4edec00190b2145,23.55925925925926,22.535714285714285,21.62857142857143,20.83076923076923,20.186363636363637,19.678571428571427,19.567857142857143,26.69473684210526,32.41481481481482,29.29615384615385,30.22,32.142857142857146,33.25714285714286,34.834782608695654,35.8074074074074,36.7375,37.22,37.41851851851852,37.356,36.833333333333336,35.46923076923077,31.861538461538462,29.985185185185188,28.675,27.177777777777777,26.13214285714286
5acfae2a223bd8001977b620,51.988501,7.646677,PGKN FS03,5acfae2a223bd8001977b61e,21.45,20.7375,20.041666666666668,19.391666666666666,19.096,18.82608695652174,18.445833333333333,19.433333333333334,25.837500000000002,31.508333333333336,32.56666666666667,32.795833333333334,34.016666666666666,34.512499999999996,34.875,34.8375,34.63333333333333,34.5375,34.0375,32.9125,31.1,28.233333333333334,26.575,25.270833333333332,24.441666666666666,23.78333333333333
5ae36a64223bd80019734631,51.973884,7.615585,PGKN FS07,5ae36a64223bd8001973462f,25.3,24.541666666666668,23.958333333333332,23.324,22.729166666666668,22.278260869565216,21.941666666666666,22.208333333333332,23.454166666666666,25.40869565217391,27.511999999999997,29.229166666666668,31.343478260869563,32.56521739130435,33.30833333333333,33.78181818181818,34.14166666666667,34.15,34.170833333333334,33.62,32.92916666666667,31.704166666666666,30.125,29.248,28.445833333333336,27.729166666666668
5b2cc9471fef04001b7b4b44,51.943418,7.596531,TTN Device 1,5b2cc9471fef04001b7b4b3f,30.560000000000002,30.318181818181817,30.325,31.08181818181818,30.99090909090909,30.43,30.025000000000002,29.854545454545452,30.075,30.43,30.883333333333336,31.318181818181817,31.358333333333334,31.4,31.654545454545453,31.71111111111111,31.84166666666667,32.019999999999996,32.05833333333333,31.8,31.410000000000004,31.145454545454548,30.958333333333332,30.70909090909091,30.527272727272727,30.40909090909091
5b3e7f6f5dc1ec001be11cf4,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,19.108,18.265416666666667,17.411666666666665,16.826666666666664,16.723333333333333,16.31416666666667,16.194583333333334,17.830000000000002,21.64833333333333,25.412499999999998,28.025000000000002,30.664347826086956,32.76,35.181666666666665,38.211304347826086,48.22708333333333,51.13782608695652,51.51416666666666,46.90833333333333,40.46041666666667,34.495416666666664,27.319999999999997,27.969583333333333,24.002499999999998,21.967916666666667,21.571250000000003
5b4707e55dc1ec001b4af29e,51.969156,7.595809,MCU_LiPo,5b4707e55dc1ec001b4af29d,23.821853649999998,22.193572933333332,21.0908203,20.2391662,19.619979766666667,19.333969149999998,19.099990833333333,20.064773549999998,23.030120800000002,25.651923333333336,,,,,,,,,,,,,,,,
5b4cc0825dc1ec001b4625f8,47.669362,9.417465,MKR GSM 1400 Test,5b4cc0825dc1ec001b4625f0,26.37182233333333,25.763829,25.16193785106383,24.793643937499997,24.366773212765956,24.16631691666667,24.026508829787232,24.117431666666665,24.22235359574468,25.155724000000003,26.689262395833335,27.18338338297872,28.871968533333334,29.046052957446808,28.877709456521735,29.416770958333334,30.928007085106383,29.437099978723406,29.508876833333332,28.896975326086956,28.086473463414634,27.172241212765957,26.27132416666667,25.649208139534885,24.964675795454546,24.499193617021277
5b69c0bb9c135100199dd682,51.961585,7.582503,Deipen4_A,5b69c0bb9c135100199dd67c,,,,,,,,,,,,,,,,,,,24.050526315789476,23.637999999999998,23.5425,23.552222222222223,,,,
